Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,With Kid,Downhill Distance,Media
3686125378,"Jun 28, 2020, 6:35:09 PM",Evening Walk with Pranav,Walk,"",15342,21.48,,,false,,,activities/3686125378.gpx,,,15342.0,14677.0,21484.4,4.6,1.464,381.3,381.4,60.7,176.9,28.0,0.0,,,,,,,,,1976.0,,,,,,,,,2.0,,,,,0.0,69.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3689794153,"Jun 29, 2020, 7:15:54 PM",Evening Walk,Walk,,2683,3.67,,,false,,,activities/3689794153.gpx,,,2683.0,2625.0,3674.0,3.1,1.4,46.8,48.0,115.2,161.0,14.4,0.0,,,,,,,,,338.0,,,,,,,,,2.0,,,,,0.0,12.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3694397935,"Jun 30, 2020, 6:29:16 PM",Evening Walk,Walk,,1995,2.62,,,false,,,activities/3694397935.gpx,,,1995.0,1977.0,2627.6,2.9,1.329,41.2,41.3,115.2,147.7,15.4,0.0,,,,,,,,,242.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3704417095,"Jul 2, 2020, 6:51:51 PM",Evening Walk,Walk,,2975,3.92,,,false,,,activities/3704417095.gpx,,,2975.0,2836.0,3919.3,8.6,1.382,51.4,57.8,112.6,163.7,14.5,-0.2,,,,,,,,,360.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3719644648,"Jul 5, 2020, 5:31:31 PM",Evening Walk,Walk,,15944,19.28,,,false,,,activities/3719644648.gpx,,,15944.0,14315.0,19288.4,5.7,1.347,291.9,295.3,60.7,172.7,36.1,0.0,,,,,,,,,1774.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3738618927,"Jul 9, 2020, 8:39:06 PM",Night Walk,Walk,,5202,9.41,,,false,,,activities/3738618927.gpx,,,5202.0,5202.0,9413.5,16.2,1.81,140.9,140.6,67.8,159.9,17.2,0.0,,,,,,,,,866.0,,,,,,,,,2.0,,,,,0.0,24.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3747755524,"Jul 11, 2020, 6:49:19 PM",Evening Walk,Walk,,4658,5.68,,,false,,,activities/3747755524.gpx,,,4658.0,4616.0,5685.2,4.0,1.232,93.5,106.6,113.5,164.9,27.5,-0.2,,,,,,,,,523.0,,,,,,,,,1.0,,,,,0.0,10.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3753331968,"Jul 12, 2020, 6:35:13 PM",Evening Walk,Walk,,5141,5.09,,,false,,,activities/3753331968.gpx,,,5141.0,3887.0,5098.4,2.7,1.312,95.5,99.1,113.7,164.9,45.4,-0.1,,,,,,,,,469.0,,,,,,,,,2.0,,,,,0.0,18.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3758273068,"Jul 13, 2020, 8:58:25 PM",Night Walk,Walk,,6235,9.18,,,false,,,activities/3758273068.gpx,,,6235.0,6097.0,9180.1,9.1,1.506,150.4,152.6,67.8,159.9,30.9,0.0,,,,,,,,,844.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3761551459,"Jul 14, 2020, 2:03:36 PM",Afternoon Walk,Walk,,7397,10.29,,,false,,,activities/3761551459.gpx,,,7397.0,7298.0,10295.5,4.7,1.411,234.6,233.9,92.7,173.6,37.9,0.0,,,,,,,,,947.0,,,,,,,,,2.0,,,,,0.0,34.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3762880837,"Jul 14, 2020, 7:14:00 PM",Evening Walk,Walk,,3052,4.21,,,false,,,activities/3762880837.gpx,,,3052.0,3052.0,4213.0,3.2,1.38,52.4,54.5,115.2,164.9,13.3,0.0,,,,,,,,,387.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3767038045,"Jul 15, 2020, 1:29:09 PM",Afternoon Walk,Walk,,14576,17.90,,,false,,,activities/3767038045.gpx,,,14576.0,12257.0,17904.9,8.3,1.461,286.9,287.0,60.7,172.7,44.3,0.0,,,,,,,,,1646.0,,,,,,,,,2.0,,,,,0.0,57.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3772582571,"Jul 16, 2020, 6:34:31 PM",Evening Walk,Walk,,5174,8.59,,,false,,,activities/3772582571.gpx,,,5174.0,5138.0,8598.5,6.8,1.674,174.8,176.4,92.9,174.6,25.4,0.0,,,,,,,,,791.0,,,,,,,,,3.0,,,,,0.0,42.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3777030094,"Jul 17, 2020, 6:36:03 PM",Evening Walk,Walk,,4767,8.28,,,false,,,activities/3777030094.gpx,,,4767.0,4767.0,8280.3,4.5,1.737,170.9,171.3,92.4,174.7,28.1,0.0,,,,,,,,,761.0,,,,,,,,,2.0,,,,,0.0,22.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3782168667,"Jul 18, 2020, 6:34:33 PM",Evening Walk,Walk,,5199,6.58,,,false,,,activities/3782168667.gpx,,,5199.0,4313.0,6581.8,4.8,1.526,161.5,168.3,93.3,173.6,21.9,-0.1,,,,,,,,,605.0,,,,,,,,,3.0,,,,,0.0,35.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3787730943,"Jul 19, 2020, 7:44:55 PM",Evening Walk,Walk,,2015,3.79,,,false,,,activities/3787730943.gpx,,,2015.0,2015.0,3791.0,7.3,1.881,52.0,49.2,114.0,163.7,14.2,0.1,,,,,,,,,349.0,,,,,,,,,2.0,,,,,0.0,9.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3792918699,"Jul 20, 2020, 6:49:52 PM",Evening Walk,Walk,,18060,7.49,,,false,,,activities/3792918699.gpx,,,18060.0,5117.0,7492.3,8.5,1.464,175.4,175.6,91.7,173.6,44.8,0.0,,,,,,,,,689.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3797486909,"Jul 21, 2020, 6:34:27 PM",Evening Walk,Walk,,5589,5.05,,,false,,,activities/3797486909.gpx,,,5589.0,4913.0,5054.6,2.3,1.029,92.6,92.2,103.2,146.9,37.5,0.0,,,,,,,,,465.0,,,,,,,,,2.0,,,,,0.0,23.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3803162788,"Jul 22, 2020, 9:10:02 PM",Night Walk,Walk,,6684,9.71,,,false,,,activities/3803162788.gpx,,,6684.0,6133.0,9714.5,4.0,1.584,159.6,162.4,84.3,162.0,38.7,0.0,,,,,,,,,893.0,,,,,,,,,2.0,,,,,0.0,28.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3806328625,"Jul 23, 2020, 9:56:07 PM",Night Walk,Walk,,3134,3.98,,,false,,,activities/3806328625.gpx,,,3134.0,2719.0,3988.1,10.8,1.467,112.1,113.6,83.5,156.9,48.6,0.0,,,,,,,,,367.0,,,,,,,,,2.0,,,,,0.0,12.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3809335762,"Jul 24, 2020, 9:11:25 PM",Night Walk,Walk,,6622,9.41,,,false,,,activities/3809335762.gpx,,,6622.0,6536.0,9415.5,6.7,1.441,148.5,148.2,68.2,159.9,22.7,0.0,,,,,,,,,866.0,,,,,,,,,2.0,,,,,0.0,30.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3812829383,"Jul 25, 2020, 9:08:58 PM",Night Walk,Walk,,6680,9.37,,,false,,,activities/3812829383.gpx,,,6680.0,6192.0,9377.8,6.9,1.515,146.1,146.2,68.2,161.9,25.0,0.0,,,,,,,,,862.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3816798726,"Jul 26, 2020, 9:11:55 PM",Night Walk,Walk,,5993,9.67,,,false,,,activities/3816798726.gpx,,,5993.0,5884.0,9673.5,5.1,1.644,146.3,143.4,68.2,162.0,24.7,0.0,,,,,,,,,890.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3823866493,"Jul 27, 2020, 9:18:52 PM",Night Walk,Walk,,5908,9.40,,,false,,,activities/3823866493.gpx,,,5908.0,5757.0,9407.3,4.7,1.634,146.3,144.4,68.2,162.0,29.1,0.0,,,,,,,,,865.0,,,,,,,,,2.0,,,,,0.0,27.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3830121616,"Jul 28, 2020, 9:22:55 PM",Night Walk,Walk,,5746,9.20,,,false,,,activities/3830121616.gpx,,,5746.0,5564.0,9200.7,11.2,1.654,148.2,111.7,68.2,161.9,27.6,0.4,,,,,,,,,846.0,,,,,,,,,2.0,,,,,0.0,26.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3835127299,"Jul 29, 2020, 7:26:09 PM",Evening Activity,E-Bike Ride,,4066,5.09,,,false,,,activities/3835127299.gpx,,,4066.0,4024.0,5094.4,2.9,1.266,93.7,97.8,113.1,164.9,32.8,-0.1,,,,,,,,109.0,491.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3840017966,"Jul 30, 2020, 6:37:44 PM",Evening Walk,Walk,,3587,4.16,,,false,,,activities/3840017966.gpx,,,3587.0,3338.0,4163.0,3.6,1.247,95.4,94.5,103.2,163.0,33.3,0.0,,,,,,,,,383.0,,,,,,,,,3.0,,,,,0.0,27.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3845393617,"Jul 31, 2020, 9:11:46 PM",Night Walk,Walk,,8294,9.55,,,false,,,activities/3845393617.gpx,,,8294.0,6704.0,9558.4,9.4,1.426,146.4,146.3,68.2,162.0,26.2,0.0,,,,,,,,,879.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3850426443,"Aug 1, 2020, 9:36:16 PM",Night Activity,E-Bike Ride,,2781,3.89,,,false,,,activities/3850426443.gpx,,,2781.0,2637.0,3896.6,4.3,1.478,114.3,115.8,83.5,154.7,24.0,0.0,,,,,,,,105.0,310.0,,,,,,,,,2.0,,,,,0.0,12.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3855773730,"Aug 2, 2020, 5:05:29 PM",Evening Walk,Walk,,15659,18.61,,,false,,,activities/3855773730.gpx,,,15659.0,12036.0,18617.7,5.7,1.547,298.2,304.0,60.7,172.7,26.8,0.0,,,,,,,,,1712.0,,,,,,,,,3.0,,,,,0.0,100.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3860220144,"Aug 3, 2020, 3:49:25 PM",Afternoon Walk,Walk,,21106,22.95,,,false,,,activities/3860220144.gpx,,,21106.0,14309.0,22949.3,12.7,1.604,86.3,85.7,3.9,28.2,29.3,0.0,,,,,,,,,2110.0,,,,,,,,,2.0,,,,,0.0,67.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3865593785,"Aug 4, 2020, 9:09:25 PM",Night Walk,Walk,,8069,9.78,,,false,,,activities/3865593785.gpx,,,8069.0,6197.0,9785.3,9.5,1.579,146.8,147.1,68.2,162.0,26.9,0.0,,,,,,,,,900.0,,,,,,,,,3.0,,,,,0.0,51.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3870386485,"Aug 5, 2020, 7:11:13 PM",Evening Walk,Walk,,9721,10.81,,,false,,,activities/3870386485.gpx,,,9721.0,7699.0,10811.5,7.0,1.404,165.3,166.0,68.2,162.0,30.4,0.0,,,,,,,,,994.0,,,,,,,,,2.0,,,,,0.0,36.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3873904225,"Aug 6, 2020, 2:15:30 PM",Afternoon Walk,Walk,,7398,8.22,,,false,,,activities/3873904225.gpx,,,7398.0,5650.0,8219.3,4.2,1.455,46.3,69.1,67.8,116.1,18.0,-0.3,,,,,,,,,756.0,,,,,,,,,3.0,,,,,0.0,47.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3892168929,"Aug 10, 2020, 8:08:57 AM",Morning Walk,Walk,,15028,13.56,,,false,,,activities/3892168929.gpx,,,15028.0,9426.0,13567.7,6.7,1.439,174.5,177.1,62.5,159.9,34.5,0.0,,,,,,,,,1248.0,,,,,,,,,3.0,,,,,0.0,78.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3899632168,"Aug 11, 2020, 8:31:23 PM",Night Walk,Walk,,7435,9.72,,,false,,,activities/3899632168.gpx,,,7435.0,6741.0,9721.8,8.3,1.442,146.2,143.4,68.2,162.0,25.0,0.0,,,,,,,,,894.0,,,,,,,,,3.0,,,,,0.0,56.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3904538291,"Aug 12, 2020, 8:44:13 PM",Night Walk,Walk,,6876,9.43,,,false,,,activities/3904538291.gpx,,,6876.0,6554.0,9438.6,9.2,1.44,146.5,145.2,68.2,162.0,29.0,0.0,,,,,,,,,868.0,,,,,,,,,3.0,,,,,0.0,54.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3909587388,"Aug 13, 2020, 8:44:47 PM",Night Walk,Walk,,12768,11.29,,,false,,,activities/3909587388.gpx,,,12768.0,8113.0,11294.2,4.8,1.392,160.5,160.6,83.5,159.9,38.3,0.0,,,,,,,,,1039.0,,,,,,,,,2.0,,,,,0.0,38.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3913668844,"Aug 14, 2020, 8:38:50 PM",Night Walk,Walk,,7919,9.58,,,false,,,activities/3913668844.gpx,,,7919.0,6366.0,9581.1,7.0,1.505,148.7,147.8,68.2,159.9,28.3,0.0,,,,,,,,,881.0,,,,,,,,,2.0,,,,,0.0,30.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3928270818,"Aug 17, 2020, 9:03:16 PM",Night Walk,Walk,,6691,9.15,,,false,,,activities/3928270818.gpx,,,6691.0,6467.0,9149.5,5.1,1.415,147.9,136.4,68.5,159.9,25.9,0.1,,,,,,,,,841.0,,,,,,,,,2.0,,,,,0.0,30.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3933348693,"Aug 18, 2020, 9:12:00 PM",Night Walk,Walk,,6811,9.62,,,false,,,activities/3933348693.gpx,,,6811.0,6544.0,9624.5,4.8,1.471,163.7,165.6,84.3,159.9,32.3,0.0,,,,,,,,,885.0,,,,,,,,,2.0,,,,,0.0,30.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3942635012,"Aug 20, 2020, 4:26:45 PM",Afternoon Walk,Walk,,16780,20.54,,,false,,,activities/3942635012.gpx,,,16780.0,13824.0,20540.4,8.0,1.486,331.1,334.7,60.7,172.7,29.9,0.0,,,,,,,,,1889.0,,,,,,,,,2.0,,,,,0.0,65.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3946487807,"Aug 21, 2020, 6:40:31 PM",Evening Walk,Walk,,2494,3.74,,,false,,,activities/3946487807.gpx,,,2494.0,2477.0,3739.4,3.3,1.51,46.5,45.4,114.1,161.0,15.9,0.0,,,,,,,,,344.0,,,,,,,,,1.0,,,,,0.0,5.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3951703245,"Aug 22, 2020, 9:04:14 PM",Night Walk,Walk,,6243,9.41,,,false,,,activities/3951703245.gpx,,,6243.0,6120.0,9414.5,6.0,1.538,146.4,130.0,68.2,162.0,23.9,0.2,,,,,,,,,866.0,,,,,,,,,2.0,,,,,0.0,28.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3956890394,"Aug 23, 2020, 8:09:05 PM",Night Walk,Walk,,9403,14.01,,,false,,,activities/3956890394.gpx,,,9403.0,6865.0,14013.5,6.8,2.041,82.3,82.2,1.8,64.1,8.9,0.0,,,,,,,,,1289.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3960489017,"Aug 24, 2020, 5:46:33 PM",Evening Walk,Walk,Very rainy!,5394,6.94,,,false,,,activities/3960489017.gpx,,,5394.0,4920.0,6943.7,6.5,1.411,2.4,2.4,1.8,4.2,6.8,0.0,,,,,,,,,639.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3965976157,"Aug 25, 2020, 9:26:02 PM",Night Walk,Walk,,5895,9.32,,,false,,,activities/3965976157.gpx,,,5895.0,5682.0,9319.6,8.5,1.64,148.6,147.7,68.2,159.9,32.1,0.0,,,,,,,,,857.0,,,,,,,,,2.0,,,,,0.0,26.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3970760004,"Aug 26, 2020, 9:23:32 PM",Night Walk,Walk,,6291,6.53,,,false,,,activities/3970760004.gpx,,,6291.0,1297.0,6535.2,11.1,5.039,123.3,123.2,84.3,161.8,34.2,0.0,,,,,,,,,601.0,,,,,,,,,2.0,,,,,0.0,6.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3975305138,"Aug 27, 2020, 9:20:57 PM",Night Walk,Walk,,5873,9.85,,,false,,,activities/3975305138.gpx,,,5873.0,5837.0,9857.2,4.8,1.689,156.8,157.3,83.5,159.9,27.1,0.0,,,,,,,,,906.0,,,,,,,,,2.0,,,,,0.0,27.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3978939575,"Aug 28, 2020, 6:43:19 PM",Evening Walk,Walk,,5801,5.05,,,false,,,activities/3978939575.gpx,,,5801.0,3301.0,5057.2,3.9,1.532,94.8,90.2,112.4,164.9,21.7,0.1,,,,,,,,,465.0,,,,,,,,,2.0,,,,,0.0,15.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3993461684,"Aug 31, 2020, 9:06:04 PM",Night Walk,Walk,,6683,9.86,,,false,,,activities/3993461684.gpx,,,6683.0,6609.0,9859.5,8.4,1.492,159.1,159.6,68.2,162.0,28.6,0.0,,,,,,,,,907.0,,,,,,,,,2.0,,,,,0.0,31.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3998481133,"Sep 1, 2020, 8:58:09 PM",Night Walk,Walk,,8612,11.44,,,false,,,activities/3998481133.gpx,,,8612.0,8099.0,11446.8,3.9,1.413,184.0,184.9,83.4,159.9,30.0,0.0,,,,,,,,,1053.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
4004480144,"Sep 2, 2020, 9:31:17 PM",Night Walk,Walk,,40003,8.60,,,false,,,activities/4004480144.gpx,,,40003.0,5912.0,8600.4,4.8,1.455,148.1,149.8,84.4,162.0,25.3,0.0,,,,,,,,,791.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
4006546538,"Sep 3, 2020, 12:47:53 PM",Afternoon Walk,Walk,,17050,15.62,,,false,,,activities/4006546538.gpx,,,17050.0,10866.0,15625.3,5.5,1.438,179.4,179.2,65.7,158.5,28.7,0.0,,,,,,,,,1437.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
4013864004,"Sep 4, 2020, 9:09:12 PM",Night Walk,Walk,,42438,11.33,,,false,,,activities/4013864004.gpx,,,42438.0,8344.0,11330.3,4.4,1.358,178.8,182.3,83.4,159.9,41.9,0.0,,,,,,,,,1042.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
4017502712,"Sep 5, 2020, 8:52:28 PM",Night Walk,Walk,,3287,5.19,,,false,,,activities/4017502712.gpx,,,3287.0,3253.0,5192.6,5.6,1.596,83.7,80.5,78.8,116.6,21.1,0.1,,,,,,,,,477.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
4022274151,"Sep 6, 2020, 9:18:13 AM",Morning Walk,Walk,,32222,32.46,,,false,,,activities/4022274151.gpx,,,32222.0,22761.0,32465.9,4.3,1.426,445.0,445.6,27.9,179.1,45.4,0.0,,,,,,,,,2985.0,,,,,,,,,2.0,,,,,0.0,107.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
4027456495,"Sep 7, 2020, 9:23:22 PM",Night Walk,Walk,,3225,5.08,,,false,,,activities/4027456495.gpx,,,3225.0,3093.0,5083.0,4.8,1.643,84.6,84.7,78.8,117.2,25.3,0.0,,,,,,,,,467.0,,,,,,,,,2.0,,,,,0.0,14.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
4032468928,"Sep 8, 2020, 9:00:05 PM",Night Walk,Walk,,10757,9.81,,,false,,,activities/4032468928.gpx,,,10757.0,6658.0,9817.2,7.7,1.474,161.1,160.9,68.2,159.9,22.1,0.0,,,,,,,,,903.0,,,,,,,,,2.0,,,,,0.0,31.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
4035479949,"Sep 9, 2020, 1:01:04 PM",Afternoon Walk,Walk,,14245,19.27,,,false,,,activities/4035479949.gpx,,,14245.0,12966.0,19275.6,4.0,1.487,299.4,351.3,71.3,176.9,35.7,-0.3,,,,,,,,,1773.0,,,,,,,,,3.0,,,,,0.0,108.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
4041363271,"Sep 10, 2020, 8:30:13 PM",Night Walk,Walk,,3459,5.16,,,false,,,activities/4041363271.gpx,,,3459.0,3098.0,5163.9,4.9,1.667,84.7,84.6,78.8,117.5,32.3,0.0,,,,,,,,,475.0,,,,,,,,,2.0,,,,,0.0,14.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
4045650776,"Sep 11, 2020, 9:05:45 PM",Night Walk,Walk,,3086,5.20,,,false,,,activities/4045650776.gpx,,,3086.0,3055.0,5203.2,10.3,1.703,84.3,84.4,78.8,119.2,23.0,0.0,,,,,,,,,478.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
4050836584,"Sep 12, 2020, 8:43:35 PM",Night Walk,Walk,,7764,10.06,,,false,,,activities/4050836584.gpx,,,7764.0,7048.0,10061.3,8.3,1.428,159.3,154.6,68.2,162.0,20.9,0.0,,,,,,,,,925.0,,,,,,,,,2.0,,,,,0.0,33.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
4057201394,"Sep 14, 2020, 6:18:01 AM",PCV to RCM,Walk,"",3222,5.46,,,false,,,activities/4057201394.gpx,,,3222.0,3222.0,5460.0,8.5,1.695,17.5,7.1,4.8,19.0,4.3,0.2,,,,,,,,,502.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
